ENSMUSG00000033970	ENSMUST00000038131	ENSMUSP00000039621	ENSRNOG00000001088	ENSRNOT00000001444	ENSRNOP00000001444
ENSMUSG00000032470	ENSMUST00000122384	ENSMUSP00000113275	ENSRNOG00000014060	ENSRNOT00000050374	ENSRNOP00000045851
ENSMUSG00000031642	ENSMUST00000034060	ENSMUSP00000034060	ENSRNOG00000010358	ENSRNOT00000013816	ENSRNOP00000013815
ENSMUSG00000062248	ENSMUST00000075853	ENSMUSP00000075250	ENSRNOG00000014130	ENSRNOT00000019234	ENSRNOP00000019234
ENSMUSG00000027606	ENSMUST00000118735	ENSMUSP00000113414	ENSRNOG00000012851	ENSRNOT00000017387	ENSRNOP00000017387
ENSMUSG00000001497	ENSMUST00000153250	ENSMUSP00000117928	ENSRNOG00000008826	ENSRNOT00000011802	ENSRNOP00000011802
ENSMUSG00000028176	ENSMUST00000106044	ENSMUSP00000101659	ENSRNOG00000011980	ENSRNOT00000066024	ENSRNOP00000059517
ENSMUSG00000003233	ENSMUST00000171572	ENSMUSP00000130925	ENSRNOG00000001708	ENSRNOT00000002323	ENSRNOP00000002323
ENSMUSG00000031397	ENSMUST00000010127	ENSMUSP00000010127	ENSRNOG00000055557	ENSRNOT00000091029	ENSRNOP00000071464
ENSMUSG00000043866	ENSMUST00000141116	ENSMUSP00000118105	ENSRNOG00000019178	ENSRNOT00000025955	ENSRNOP00000025955
ENSMUSG00000035472	ENSMUST00000044634	ENSMUSP00000039289	ENSRNOG00000008931	ENSRNOT00000034342	ENSRNOP00000037607
ENSMUSG00000030301	ENSMUST00000032441	ENSMUSP00000032441	ENSRNOG00000001847	ENSRNOT00000002527	ENSRNOP00000002527
ENSMUSG00000070923	ENSMUST00000094993	ENSMUSP00000092602	ENSRNOG00000006335	ENSRNOT00000008510	ENSRNOP00000061990
ENSMUSG00000030890	ENSMUST00000033182	ENSMUSP00000033182	ENSRNOG00000018993	ENSRNOT00000025906	ENSRNOP00000025906
ENSMUSG00000039018	ENSMUST00000036977	ENSMUSP00000036491	ENSRNOG00000018860	ENSRNOT00000025574	ENSRNOP00000025574
ENSMUSG00000027977	ENSMUST00000137404	ENSMUSP00000118796	ENSRNOG00000015781	ENSRNOT00000021335	ENSRNOP00000021335
ENSMUSG00000048967	ENSMUST00000152938	ENSMUSP00000118931	ENSRNOG00000039191	ENSRNOT00000065345	ENSRNOP00000061892
ENSMUSG00000062054	ENSMUST00000076813	ENSMUSP00000076090	ENSRNOG00000060853	ENSRNOT00000087180	ENSRNOP00000068696
ENSMUSG00000032579	ENSMUST00000035196	ENSMUSP00000035196	ENSRNOG00000015458	ENSRNOT00000020781	ENSRNOP00000020781
ENSMUSG00000009681	ENSMUST00000164107	ENSMUSP00000126377	ENSRNOG00000001304	ENSRNOT00000001766	ENSRNOP00000001766
ENSMUSG00000026669	ENSMUST00000102985	ENSMUSP00000100050	ENSRNOG00000017981	ENSRNOT00000024178	ENSRNOP00000024178
ENSMUSG00000052763	ENSMUST00000009411	ENSMUSP00000009411	ENSRNOG00000006711	ENSRNOT00000009054	ENSRNOP00000009054
ENSMUSG00000020674	ENSMUST00000122328	ENSMUSP00000113703	ENSRNOG00000060614	ENSRNOT00000079891	ENSRNOP00000069815
ENSMUSG00000008206	ENSMUST00000008350	ENSMUSP00000008350	ENSRNOG00000001072	ENSRNOT00000001418	ENSRNOP00000001418
ENSMUSG00000033478	ENSMUST00000036407	ENSMUSP00000048903	ENSRNOG00000017225	ENSRNOT00000023247	ENSRNOP00000023247
ENSMUSG00000001910	ENSMUST00000238434	ENSMUSP00000158606	ENSRNOG00000002864	ENSRNOT00000091670	ENSRNOP00000071927
ENSMUSG00000006948	ENSMUST00000007161	ENSMUSP00000007161	ENSRNOG00000018864	ENSRNOT00000025614	ENSRNOP00000025614
ENSMUSG00000045733	ENSMUST00000059241	ENSMUSP00000053901	ENSRNOG00000018927	ENSRNOT00000025609	ENSRNOP00000025609
ENSMUSG00000039137	ENSMUST00000084510	ENSMUSP00000081557	ENSRNOG00000001700	ENSRNOT00000002309	ENSRNOP00000002309
ENSMUSG00000062908	ENSMUST00000072697	ENSMUSP00000072483	ENSRNOG00000009845	ENSRNOT00000013238	ENSRNOP00000013238
ENSMUSG00000030670	ENSMUST00000032908	ENSMUSP00000032908	ENSRNOG00000011367	ENSRNOT00000067609	ENSRNOP00000063152
ENSMUSG00000028670	ENSMUST00000105852	ENSMUSP00000101478	ENSRNOG00000010067	ENSRNOT00000014415	ENSRNOP00000014415
ENSMUSG00000059336	ENSMUST00000091813	ENSMUSP00000089421	ENSRNOG00000016753	ENSRNOT00000074572	ENSRNOP00000065722
ENSMUSG00000032126	ENSMUST00000077353	ENSMUSP00000076575	ENSRNOG00000010390	ENSRNOT00000014127	ENSRNOP00000014128
ENSMUSG00000037190	ENSMUST00000194344	ENSMUSP00000141535	ENSRNOG00000021887	ENSRNOT00000031739	ENSRNOP00000033722
ENSMUSG00000035042	ENSMUST00000035938	ENSMUSP00000039600	ENSRNOG00000010906	ENSRNOT00000014865	ENSRNOP00000014865
ENSMUSG00000001419	ENSMUST00000107559	ENSMUSP00000103184	ENSRNOG00000031778	ENSRNOT00000051394	ENSRNOP00000041061
ENSMUSG00000022382	ENSMUST00000109424	ENSMUSP00000105051	ENSRNOG00000015750	ENSRNOT00000081032	ENSRNOP00000072573
ENSMUSG00000039315	ENSMUST00000169819	ENSMUSP00000128473	ENSRNOG00000051169	ENSRNOT00000076730	ENSRNOP00000068476
ENSMUSG00000059689	ENSMUST00000112861	ENSMUSP00000108482	ENSRNOG00000023065	ENSRNOT00000038521	ENSRNOP00000037628
ENSMUSG00000001909	ENSMUST00000109768	ENSMUSP00000105390	ENSRNOG00000002914	ENSRNOT00000003941	ENSRNOP00000003941
ENSMUSG00000035933	ENSMUST00000036862	ENSMUSP00000044797	ENSRNOG00000056610	ENSRNOT00000078953	ENSRNOP00000075077
ENSMUSG00000025991	ENSMUST00000027144	ENSMUSP00000027144	ENSRNOG00000013704	ENSRNOT00000019023	ENSRNOP00000019021
ENSMUSG00000032611	ENSMUST00000192995	ENSMUSP00000141566	ENSRNOG00000046155	ENSRNOT00000075271	ENSRNOP00000066835
ENSMUSG00000022685	ENSMUST00000058884	ENSMUSP00000055969	ENSRNOG00000002912	ENSRNOT00000084447	ENSRNOP00000072539
ENSMUSG00000030553	ENSMUST00000207874	ENSMUSP00000146996	ENSRNOG00000058956	ENSRNOT00000086439	ENSRNOP00000071282
ENSMUSG00000046169	ENSMUST00000224742	ENSMUSP00000152936	ENSRNOG00000012655	ENSRNOT00000016997	ENSRNOP00000016997
ENSMUSG00000024220	ENSMUST00000002318	ENSMUSP00000002318	ENSRNOG00000000501	ENSRNOT00000084771	ENSRNOP00000074943
ENSMUSG00000048007	ENSMUST00000054213	ENSMUSP00000050156	ENSRNOG00000011226	ENSRNOT00000015043	ENSRNOP00000015043
ENSMUSG00000059325	ENSMUST00000113453	ENSMUSP00000109080	ENSRNOG00000024689	ENSRNOT00000049774	ENSRNOP00000044357
ENSMUSG00000034801	ENSMUST00000035773	ENSMUSP00000044866	ENSRNOG00000004826	ENSRNOT00000006425	ENSRNOP00000006425
ENSMUSG00000047230	ENSMUST00000054889	ENSMUSP00000054219	ENSRNOG00000054495	ENSRNOT00000083566	ENSRNOP00000075499
ENSMUSG00000032612	ENSMUST00000035237	ENSMUSP00000035237	ENSRNOG00000054863	ENSRNOT00000083046	ENSRNOP00000071463
ENSMUSG00000043207	ENSMUST00000058754	ENSMUSP00000053900	ENSRNOG00000012054	ENSRNOT00000016410	ENSRNOP00000016410
ENSMUSG00000049537	ENSMUST00000053543	ENSMUSP00000062122	ENSRNOG00000001912	ENSRNOT00000002621	ENSRNOP00000002621
ENSMUSG00000040899	ENSMUST00000231340	ENSMUSP00000156247	ENSRNOG00000012964	ENSRNOT00000017302	ENSRNOP00000017302
ENSMUSG00000059891	ENSMUST00000120929	ENSMUSP00000112673	ENSRNOG00000020443	ENSRNOT00000049584	ENSRNOP00000043218
ENSMUSG00000044067	ENSMUST00000057783	ENSMUSP00000056125	ENSRNOG00000008423	ENSRNOT00000082691	ENSRNOP00000072608
ENSMUSG00000022048	ENSMUST00000022629	ENSMUSP00000022629	ENSRNOG00000009625	ENSRNOT00000012996	ENSRNOP00000012996
ENSMUSG00000039844	ENSMUST00000091146	ENSMUSP00000088680	ENSRNOG00000014316	ENSRNOT00000060977	ENSRNOP00000057696
ENSMUSG00000049556	ENSMUST00000053568	ENSMUSP00000059050	ENSRNOG00000017193	ENSRNOT00000023084	ENSRNOP00000023084
ENSMUSG00000036078	ENSMUST00000059354	ENSMUSP00000056027	ENSRNOG00000014604	ENSRNOT00000019795	ENSRNOP00000019795
ENSMUSG00000032527	ENSMUST00000035116	ENSMUSP00000035116	ENSRNOG00000015869	ENSRNOT00000021657	ENSRNOP00000021657
ENSMUSG00000078577	ENSMUST00000106268	ENSMUSP00000101875	ENSRNOG00000012340	ENSRNOT00000016492	ENSRNOP00000016492
ENSMUSG00000033904	ENSMUST00000106557	ENSMUSP00000102167	ENSRNOG00000027405	ENSRNOT00000037870	ENSRNOP00000035030
ENSMUSG00000031732	ENSMUST00000034175	ENSMUSP00000034175	ENSRNOG00000016108	ENSRNOT00000021744	ENSRNOP00000021745
ENSMUSG00000039199	ENSMUST00000212303	ENSMUSP00000148381	ENSRNOG00000017045	ENSRNOT00000092844	ENSRNOP00000076042
ENSMUSG00000020476	ENSMUST00000109845	ENSMUSP00000105471	ENSRNOG00000012378	ENSRNOT00000017375	ENSRNOP00000017375
ENSMUSG00000056973	ENSMUST00000034172	ENSMUSP00000034172	ENSRNOG00000015519	ENSRNOT00000021812	ENSRNOP00000021812
ENSMUSG00000041729	ENSMUST00000048043	ENSMUSP00000041826	ENSRNOG00000015257	ENSRNOT00000020951	ENSRNOP00000020951
ENSMUSG00000042678	ENSMUST00000071880	ENSMUSP00000071777	ENSRNOG00000059219	ENSRNOT00000086083	ENSRNOP00000071821
ENSMUSG00000045205	ENSMUST00000084892	ENSMUSP00000081954	ENSRNOG00000025416	ENSRNOT00000037869	ENSRNOP00000034948
ENSMUSG00000031641	ENSMUST00000034058	ENSMUSP00000034058	ENSRNOG00000024411	ENSRNOT00000032199	ENSRNOP00000038351
ENSMUSG00000075574	ENSMUST00000100493	ENSMUSP00000098062	ENSRNOG00000038762	ENSRNOT00000059215	ENSRNOP00000055986
ENSMUSG00000051098	ENSMUST00000224299	ENSMUSP00000152971	ENSRNOG00000016252	ENSRNOT00000021756	ENSRNOP00000021756
ENSMUSG00000032633	ENSMUST00000102697	ENSMUSP00000099758	ENSRNOG00000003302	ENSRNOT00000004412	ENSRNOP00000004412
ENSMUSG00000049336	ENSMUST00000102801	ENSMUSP00000099865	ENSRNOG00000027341	ENSRNOT00000011922	ENSRNOP00000011922
ENSMUSG00000034807	ENSMUST00000047903	ENSMUSP00000047923	ENSRNOG00000023317	ENSRNOT00000024866	ENSRNOP00000024866
ENSMUSG00000034858	ENSMUST00000215370	ENSMUSP00000149021	ENSRNOG00000058522	ENSRNOT00000080608	ENSRNOP00000070239
ENSMUSG00000042097	ENSMUST00000134619		ENSRNOG00000014552	ENSRNOT00000019504	ENSRNOP00000066855
ENSMUSG00000024947	ENSMUST00000113504	ENSMUSP00000109132	ENSRNOG00000021054	ENSRNOT00000028592	ENSRNOP00000028592
ENSMUSG00000045620	ENSMUST00000055036	ENSMUSP00000060418	ENSRNOG00000027109	ENSRNOT00000038347	ENSRNOP00000030134
ENSMUSG00000006221	ENSMUST00000102486	ENSMUSP00000099544	ENSRNOG00000029079	ENSRNOT00000051317	ENSRNOP00000042240
ENSMUSG00000038812	ENSMUST00000088257	ENSMUSP00000085591	ENSRNOG00000021132	ENSRNOT00000028695	ENSRNOP00000028695
ENSMUSG00000025555	ENSMUST00000026635	ENSMUSP00000026635	ENSRNOG00000011203	ENSRNOT00000015271	ENSRNOP00000015271
ENSMUSG00000038068	ENSMUST00000068891	ENSMUSP00000071017	ENSRNOG00000016123	ENSRNOT00000082733	ENSRNOP00000069177
ENSMUSG00000032030	ENSMUST00000120122	ENSMUSP00000113490	ENSRNOG00000008039	ENSRNOT00000010956	ENSRNOP00000010956
ENSMUSG00000007739	ENSMUST00000020562	ENSMUSP00000020562	ENSRNOG00000009642	ENSRNOT00000012847	ENSRNOP00000012847
ENSMUSG00000031891	ENSMUST00000034363	ENSMUSP00000034363	ENSRNOG00000017084	ENSRNOT00000023130	ENSRNOP00000023130
ENSMUSG00000031214	ENSMUST00000113826	ENSMUSP00000109457	ENSRNOG00000026573	ENSRNOT00000034772	ENSRNOP00000035867
ENSMUSG00000070473	ENSMUST00000094245	ENSMUSP00000091799	ENSRNOG00000046007	ENSRNOT00000075280	ENSRNOP00000064411
ENSMUSG00000041020	ENSMUST00000112471	ENSMUSP00000108090	ENSRNOG00000005176	ENSRNOT00000045285	ENSRNOP00000042347
ENSMUSG00000041438	ENSMUST00000047629	ENSMUSP00000048377	ENSRNOG00000020333	ENSRNOT00000027553	ENSRNOP00000027553
ENSMUSG00000042804	ENSMUST00000105650	ENSMUSP00000101275	ENSRNOG00000010718	ENSRNOT00000014444	ENSRNOP00000014444
ENSMUSG00000024953	ENSMUST00000238095	ENSMUSP00000158249	ENSRNOG00000021125	ENSRNOT00000028687	ENSRNOP00000028687
ENSMUSG00000045404	ENSMUST00000160413	ENSMUSP00000123916	ENSRNOG00000047363	ENSRNOT00000075794	ENSRNOP00000067310
ENSMUSG00000025246	ENSMUST00000088217	ENSMUSP00000085549	ENSRNOG00000003686	ENSRNOT00000079680	ENSRNOP00000070551
ENSMUSG00000028946	ENSMUST00000094438	ENSMUSP00000092006	ENSRNOG00000010893	ENSRNOT00000014536	ENSRNOP00000014535
ENSMUSG00000021804	ENSMUST00000225229	ENSMUSP00000153565	ENSRNOG00000012396	ENSRNOT00000017038	ENSRNOP00000017038
ENSMUSG00000038582	ENSMUST00000053426	ENSMUSP00000051838	ENSRNOG00000021440	ENSRNOT00000036137	ENSRNOP00000030546
ENSMUSG00000025949	ENSMUST00000081154	ENSMUSP00000079926	ENSRNOG00000015158	ENSRNOT00000020447	ENSRNOP00000020447
ENSMUSG00000079555	ENSMUST00000060049	ENSMUSP00000049973	ENSRNOG00000015255	ENSRNOT00000020576	ENSRNOP00000020576
ENSMUSG00000020844	ENSMUST00000021204	ENSMUSP00000021204	ENSRNOG00000008178	ENSRNOT00000050232	ENSRNOP00000047264
ENSMUSG00000001672	ENSMUST00000001722	ENSMUSP00000001722	ENSRNOG00000016291	ENSRNOT00000021866	ENSRNOP00000021866
ENSMUSG00000058498	ENSMUST00000076183	ENSMUSP00000075540	ENSRNOG00000033722	ENSRNOT00000046552	ENSRNOP00000047020
ENSMUSG00000075573	ENSMUST00000100492	ENSMUSP00000098061	ENSRNOG00000038760	ENSRNOT00000059213	ENSRNOP00000055983
ENSMUSG00000024955	ENSMUST00000025906	ENSMUSP00000025906	ENSRNOG00000021139	ENSRNOT00000028697	ENSRNOP00000028697
ENSMUSG00000075572	ENSMUST00000100491	ENSMUSP00000098060	ENSRNOG00000038759	ENSRNOT00000059212	ENSRNOP00000055982
ENSMUSG00000028963	ENSMUST00000030803	ENSMUSP00000030803	ENSRNOG00000018393	ENSRNOT00000024798	ENSRNOP00000024798
ENSMUSG00000049878	ENSMUST00000056635	ENSMUSP00000050825	ENSRNOG00000027921	ENSRNOT00000046906	ENSRNOP00000039640
ENSMUSG00000045102	ENSMUST00000042954	ENSMUSP00000036110	ENSRNOG00000027929	ENSRNOT00000029784	ENSRNOP00000034638
ENSMUSG00000040532	ENSMUST00000111216	ENSMUSP00000106847	ENSRNOG00000018910	ENSRNOT00000025560	ENSRNOP00000025560
ENSMUSG00000028957	ENSMUST00000103204	ENSMUSP00000099493	ENSRNOG00000018413	ENSRNOT00000092747	ENSRNOP00000076026
ENSMUSG00000031377	ENSMUST00000112265	ENSMUSP00000107884	ENSRNOG00000003705	ENSRNOT00000005181	ENSRNOP00000005181
ENSMUSG00000021275	ENSMUST00000165978	ENSMUSP00000127949	ENSRNOG00000021904	ENSRNOT00000030864	ENSRNOP00000035369
ENSMUSG00000060913	ENSMUST00000029139	ENSMUSP00000029139	ENSRNOG00000012723	ENSRNOT00000017125	ENSRNOP00000017125
ENSMUSG00000038569	ENSMUST00000117263	ENSMUSP00000113868	ENSRNOG00000021480	ENSRNOT00000048454	ENSRNOP00000042520
ENSMUSG00000025086	ENSMUST00000026073	ENSMUSP00000026073	ENSRNOG00000017321	ENSRNOT00000023309	ENSRNOP00000023309
ENSMUSG00000032026	ENSMUST00000034524	ENSMUSP00000034524	ENSRNOG00000018939	ENSRNOT00000087265	ENSRNOP00000071290
ENSMUSG00000040451	ENSMUST00000099514	ENSMUSP00000097114	ENSRNOG00000012536	ENSRNOT00000087588	ENSRNOP00000075286
ENSMUSG00000026811	ENSMUST00000095045	ENSMUSP00000092655	ENSRNOG00000046984	ENSRNOT00000074401	ENSRNOP00000063995
ENSMUSG00000075571	ENSMUST00000111207	ENSMUSP00000106838	ENSRNOG00000038758	ENSRNOT00000059211	ENSRNOP00000055981
ENSMUSG00000063856	ENSMUST00000193987	ENSMUSP00000141279	ENSRNOG00000048812	ENSRNOT00000073247	ENSRNOP00000066577
ENSMUSG00000015341	ENSMUST00000051094	ENSMUSP00000062983	ENSRNOG00000017956	ENSRNOT00000030960	ENSRNOP00000033324
ENSMUSG00000038677	ENSMUST00000233905	ENSMUSP00000156885	ENSRNOG00000000500	ENSRNOT00000000593	ENSRNOP00000000593
ENSMUSG00000030235	ENSMUST00000135562	ENSMUSP00000138093	ENSRNOG00000009740	ENSRNOT00000013230	ENSRNOP00000013230
ENSMUSG00000023883	ENSMUST00000024657	ENSMUSP00000024657	ENSRNOG00000061312	ENSRNOT00000085273	ENSRNOP00000072702
ENSMUSG00000060429	ENSMUST00000039769	ENSMUSP00000041294	ENSRNOG00000004821	ENSRNOT00000006423	ENSRNOP00000006423
ENSMUSG00000000134	ENSMUST00000077680	ENSMUSP00000076864	ENSRNOG00000009605	ENSRNOT00000012829	ENSRNOP00000012830
ENSMUSG00000042581	ENSMUST00000073527	ENSMUSP00000073220	ENSRNOG00000003878	ENSRNOT00000005212	ENSRNOP00000005212
ENSMUSG00000078937	ENSMUST00000109313	ENSMUSP00000104936	ENSRNOG00000010438	ENSRNOT00000013985	ENSRNOP00000013985
ENSMUSG00000031603	ENSMUST00000034014	ENSMUSP00000034014	ENSRNOG00000000109	ENSRNOT00000000121	ENSRNOP00000000121
ENSMUSG00000041044	ENSMUST00000120052	ENSMUSP00000113964	ENSRNOG00000012790	ENSRNOT00000017773	ENSRNOP00000017773
ENSMUSG00000021486	ENSMUST00000021942	ENSMUSP00000021942	ENSRNOG00000016410	ENSRNOT00000022134	ENSRNOP00000022134
ENSMUSG00000041308	ENSMUST00000212524	ENSMUSP00000148684	ENSRNOG00000020344	ENSRNOT00000027561	ENSRNOP00000027561
ENSMUSG00000039478	ENSMUST00000068999	ENSMUSP00000070241	ENSRNOG00000012767	ENSRNOT00000017025	ENSRNOP00000017025
ENSMUSG00000047250	ENSMUST00000062069	ENSMUSP00000059977	ENSRNOG00000007415	ENSRNOT00000010218	ENSRNOP00000010218
ENSMUSG00000043418	ENSMUST00000224104		ENSRNOG00000022726	ENSRNOT00000038771	ENSRNOP00000035539
ENSMUSG00000013160	ENSMUST00000013304	ENSMUSP00000013304	ENSRNOG00000017235	ENSRNOT00000023606	ENSRNOP00000023606
ENSMUSG00000022617	ENSMUST00000023289	ENSMUSP00000023289	ENSRNOG00000011404	ENSRNOT00000015374	ENSRNOP00000015374
ENSMUSG00000014592	ENSMUST00000049790	ENSMUSP00000054804	ENSRNOG00000018602	ENSRNOT00000066120	ENSRNOP00000059056
ENSMUSG00000028455	ENSMUST00000030169	ENSMUSP00000030169	ENSRNOG00000009535	ENSRNOT00000013151	ENSRNOP00000013151
ENSMUSG00000024366	ENSMUST00000025224	ENSMUSP00000025224	ENSRNOG00000020309	ENSRNOT00000027544	ENSRNOP00000027544
ENSMUSG00000039662	ENSMUST00000048892	ENSMUSP00000043390	ENSRNOG00000010953	ENSRNOT00000014625	ENSRNOP00000014625
ENSMUSG00000001670	ENSMUST00000001720	ENSMUSP00000001720	ENSRNOG00000016348	ENSRNOT00000022721	ENSRNOP00000022721
ENSMUSG00000026176	ENSMUST00000027367	ENSMUSP00000027367	ENSRNOG00000015295	ENSRNOT00000020646	ENSRNOP00000020646
ENSMUSG00000034645	ENSMUST00000043793	ENSMUSP00000038478	ENSRNOG00000010885	ENSRNOT00000014514	ENSRNOP00000014513
ENSMUSG00000044201	ENSMUST00000060710	ENSMUSP00000055427	ENSRNOG00000024008	ENSRNOT00000037368	ENSRNOP00000057498
ENSMUSG00000034789	ENSMUST00000035242	ENSMUSP00000046188	ENSRNOG00000016539	ENSRNOT00000076436	ENSRNOP00000068446
ENSMUSG00000026672	ENSMUST00000027986	ENSMUSP00000027986	ENSRNOG00000017941	ENSRNOT00000042881	ENSRNOP00000045795
ENSMUSG00000034636	ENSMUST00000043616	ENSMUSP00000043844	ENSRNOG00000010859	ENSRNOT00000014436	ENSRNOP00000014436
ENSMUSG00000019913	ENSMUST00000020071	ENSMUSP00000020071	ENSRNOG00000037600	ENSRNOT00000057010	ENSRNOP00000053843
ENSMUSG00000033444	ENSMUST00000218766	ENSMUSP00000151322	ENSRNOG00000001303	ENSRNOT00000001764	ENSRNOP00000001764
ENSMUSG00000049721	ENSMUST00000063004	ENSMUSP00000058348	ENSRNOG00000042041	ENSRNOT00000066362	ENSRNOP00000062589
ENSMUSG00000025413	ENSMUST00000026480	ENSMUSP00000026480	ENSRNOG00000042467	ENSRNOT00000010229	ENSRNOP00000010229
ENSMUSG00000030669	ENSMUST00000206156	ENSMUSP00000145756	ENSRNOG00000011130	ENSRNOT00000014948	ENSRNOP00000014948
ENSMUSG00000035930	ENSMUST00000212934	ENSMUSP00000148756	ENSRNOG00000016953	ENSRNOT00000022749	ENSRNOP00000022749
ENSMUSG00000052738	ENSMUST00000064740	ENSMUSP00000065113	ENSRNOG00000005587	ENSRNOT00000007624	ENSRNOP00000007624
ENSMUSG00000031913	ENSMUST00000034388	ENSMUSP00000034388	ENSRNOG00000020351	ENSRNOT00000050612	ENSRNOP00000046690
ENSMUSG00000047694	ENSMUST00000113811	ENSMUSP00000109442	ENSRNOG00000006642	ENSRNOT00000090942	ENSRNOP00000072895
ENSMUSG00000005705	ENSMUST00000194654	ENSMUSP00000141783	ENSRNOG00000039001	ENSRNOT00000059628	ENSRNOP00000056384
ENSMUSG00000032898	ENSMUST00000035579	ENSMUSP00000035506	ENSRNOG00000001129	ENSRNOT00000064900	ENSRNOP00000059243
ENSMUSG00000078440	ENSMUST00000072751	ENSMUSP00000072534	ENSRNOG00000004259	ENSRNOT00000005640	ENSRNOP00000005640
ENSMUSG00000045467	ENSMUST00000058266	ENSMUSP00000062795	ENSRNOG00000056362	ENSRNOT00000090006	ENSRNOP00000073642
ENSMUSG00000051879	ENSMUST00000023710	ENSMUSP00000023710	ENSRNOG00000049495	ENSRNOT00000068533	ENSRNOP00000059953
ENSMUSG00000019987	ENSMUST00000020161	ENSMUSP00000020161	ENSRNOG00000013304	ENSRNOT00000017911	ENSRNOP00000017911
ENSMUSG00000029434	ENSMUST00000031388	ENSMUSP00000031388	ENSRNOG00000056889	ENSRNOT00000090343	ENSRNOP00000073489
ENSMUSG00000031379	ENSMUST00000033749	ENSMUSP00000033749	ENSRNOG00000003674	ENSRNOT00000004884	ENSRNOP00000004884
ENSMUSG00000037977	ENSMUST00000042581	ENSMUSP00000047093	ENSRNOG00000015718	ENSRNOT00000021188	ENSRNOP00000021188
ENSMUSG00000032911	ENSMUST00000035661	ENSMUSP00000038909	ENSRNOG00000017208	ENSRNOT00000023326	ENSRNOP00000023326
ENSMUSG00000048612	ENSMUST00000226068	ENSMUSP00000153225	ENSRNOG00000016117	ENSRNOT00000089456	ENSRNOP00000073727
ENSMUSG00000005698	ENSMUST00000005841	ENSMUSP00000005841	ENSRNOG00000017674	ENSRNOT00000023853	ENSRNOP00000023851
ENSMUSG00000031916	ENSMUST00000034391	ENSMUSP00000034391	ENSRNOG00000020379	ENSRNOT00000066312	ENSRNOP00000063394
ENSMUSG00000030236	ENSMUST00000042812	ENSMUSP00000044326	ENSRNOG00000030538	ENSRNOT00000013409	ENSRNOP00000013409
ENSMUSG00000042751	ENSMUST00000186368	ENSMUSP00000140585	ENSRNOG00000027697	ENSRNOT00000038183	ENSRNOP00000029020
ENSMUSG00000033105	ENSMUST00000048678	ENSMUSP00000046856	ENSRNOG00000054549	ENSRNOT00000078412	ENSRNOP00000069432
ENSMUSG00000029920	ENSMUST00000031984	ENSMUSP00000031984	ENSRNOG00000006391	ENSRNOT00000008585	ENSRNOP00000008585
ENSMUSG00000002102	ENSMUST00000002171	ENSMUSP00000002171	ENSRNOG00000011414	ENSRNOT00000015757	ENSRNOP00000015757
ENSMUSG00000020843	ENSMUST00000120699	ENSMUSP00000113238	ENSRNOG00000007988	ENSRNOT00000010778	ENSRNOP00000010779
ENSMUSG00000023118	ENSMUST00000023882	ENSMUSP00000023882	ENSRNOG00000014353	ENSRNOT00000019814	ENSRNOP00000019814
ENSMUSG00000078931	ENSMUST00000055316	ENSMUSP00000138676	ENSRNOG00000022303	ENSRNOT00000036634	ENSRNOP00000036742
ENSMUSG00000038604	ENSMUST00000043531	ENSMUSP00000039966	ENSRNOG00000017604	ENSRNOT00000089022	ENSRNOP00000069592
ENSMUSG00000049037	ENSMUST00000060484	ENSMUSP00000062441	ENSRNOG00000042139	ENSRNOT00000029072	ENSRNOP00000035476
ENSMUSG00000044468	ENSMUST00000061455	ENSMUSP00000056872	ENSRNOG00000015222	ENSRNOT00000020401	ENSRNOP00000020401
ENSMUSG00000024302	ENSMUST00000220904	ENSMUSP00000152288	ENSRNOG00000016671	ENSRNOT00000045224	ENSRNOP00000042067
ENSMUSG00000019841	ENSMUST00000131186	ENSMUSP00000117456	ENSRNOG00000000593	ENSRNOT00000057227	ENSRNOP00000054053
ENSMUSG00000025188	ENSMUST00000162004	ENSMUSP00000125226	ENSRNOG00000045838	ENSRNOT00000087083	ENSRNOP00000070459
ENSMUSG00000066415	ENSMUST00000189616	ENSMUSP00000139396	ENSRNOG00000023021	ENSRNOT00000039593	ENSRNOP00000033157
ENSMUSG00000044676	ENSMUST00000212754	ENSMUSP00000148717	ENSRNOG00000016971	ENSRNOT00000022757	ENSRNOP00000022757
ENSMUSG00000022419	ENSMUST00000096433	ENSMUSP00000094167	ENSRNOG00000004328	ENSRNOT00000005722	ENSRNOP00000005722
ENSMUSG00000021939	ENSMUST00000006235	ENSMUSP00000006235	ENSRNOG00000010331	ENSRNOT00000014177	ENSRNOP00000014178
ENSMUSG00000036606	ENSMUST00000109331	ENSMUSP00000104955	ENSRNOG00000007133	ENSRNOT00000010467	ENSRNOP00000010467
ENSMUSG00000022210	ENSMUST00000022821	ENSMUSP00000022821	ENSRNOG00000018239	ENSRNOT00000024782	ENSRNOP00000024782
ENSMUSG00000042659	ENSMUST00000048068	ENSMUSP00000044578	ENSRNOG00000010775	ENSRNOT00000077479	ENSRNOP00000073183
ENSMUSG00000022684	ENSMUST00000023365	ENSMUSP00000023365	ENSRNOG00000003151	ENSRNOT00000004217	ENSRNOP00000004217
ENSMUSG00000021273	ENSMUST00000054963	ENSMUSP00000055313	ENSRNOG00000021314	ENSRNOT00000032089	ENSRNOP00000029808
ENSMUSG00000051022	ENSMUST00000117944	ENSMUSP00000113919	ENSRNOG00000010598	ENSRNOT00000075975	ENSRNOP00000068250
