Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Transcript count	Rat gene stable ID	Rat protein or transcript stable ID	Rat homology type	%id. target Rat gene identical to query gene	%id. query gene identical to target Rat gene	Rat Gene-order conservation score	Rat Whole-genome alignment coverage	dN with Rat	dS with Rat	Rat orthology confidence [0 low, 1 high]	Mouse chrome	Mouse start	Mouse end	Mouse length	Rat chrome	Rat start	Rat end	Rat length
ENSMUSG00000021466	ENSMUST00000194663	ENSMUSP00000141766	Ptch1	10	ENSRNOG00000019354	ENSRNOP00000026287	ortholog_one2one	99.1632	99.1632	100	100.00	0.004	0.1352	1	13	63508329	63573460	65131	17	1032240	1085885	53645
ENSMUSG00000059878	ENSMUST00000079749	ENSMUSP00000078685	Zfp422	4	ENSRNOG00000013379	ENSRNOP00000018050	ortholog_one2one	83.1224	83.1224	100	100.00	0.0354	0.4249	1	6	116624016	116628999	4983	4	148757363	148761547	4184
ENSMUSG00000078796	ENSMUST00000209369	ENSMUSP00000147475	Zfp541	3	ENSRNOG00000021800	ENSRNOP00000055040	ortholog_one2one	93.1034	97.5404	100	100.00	0.0122	0.1121	1	7	16061814	16096334	34520	1	77967755	77992027	24272
ENSMUSG00000031232	ENSMUST00000151689	ENSMUSP00000120994	Magt1	5	ENSRNOG00000051408	ENSRNOP00000073419	ortholog_one2one	95.9239	95.9239	100	100.00	0.0206	0.1677	1	X	105968084	106011906	43822	X	77020402	77061667	41265
ENSMUSG00000040729	ENSMUST00000238782	ENSMUSP00000158638	Cep126	4	ENSRNOG00000021839	ENSRNOP00000030837	ortholog_one2one	85.0408	85.8974	100	100.00	0.0726	0.137	1	9	8076461	8134294	57833	8	6255850	6305033	49183
ENSMUSG00000050192	ENSMUST00000060500	ENSMUSP00000050289	Eif5a2	1	ENSRNOG00000011859	ENSRNOP00000015779	ortholog_one2one	100	100	25	100.00	0	0	1	3	28781276	28798846	17570	2	115337439	115354203	16764
ENSMUSG00000057098	ENSMUST00000081265	ENSMUSP00000080020	Ebf1	7	ENSRNOG00000028845	ENSRNOP00000068319	ortholog_one2one	98.4797	99.8288	0	100.00	0.0007	0.1272	1	11	44617317	45008091	390774	10	23661013	24049460	388447
ENSMUSG00000029823	ENSMUST00000057692	ENSMUSP00000055254	Luc7l2	13	ENSRNOG00000006001	ENSRNOP00000008557	ortholog_one2one	100	100	100	100.00	0	0	1	6	38551465	38609470	58005	4	66290389	66354711	64322
ENSMUSG00000047636	ENSMUST00000221740	ENSMUSP00000152236	Cdcp2	2	ENSRNOG00000009221	ENSRNOP00000012427	ortholog_one2one	82.4356	93.617	100	100.00	0.0257	0.2419	1	4	107097708	107113125	15417	5	126698582	126708762	10180
ENSMUSG00000036769	ENSMUST00000035766	ENSMUSP00000044616	Wdr44	5	ENSRNOG00000029068	ENSRNOP00000074327	ortholog_one2one	96.0656	96.0656	50	100.00	0.0195	0.1153	1	X	23693051	23805990	112939	X	120860178	120965910	105732
ENSMUSG00000050323	ENSMUST00000058183	ENSMUSP00000062039	Ndufaf6	7	ENSRNOG00000040040	ENSRNOP00000058286	ortholog_one2one	92.4925	93.617	100	100.00	0.0325	0.1883	1	4	11051045	11076204	25159	5	24297094	24320786	23692
ENSMUSG00000078302	ENSMUST00000105098	ENSMUSP00000100725	Foxd1	1	ENSRNOG00000043332	ENSRNOP00000060730	ortholog_one2one	90.5702	90.7692	100	100.00	0.0338	0.34	1	13	98354242	98359305	5063	2	28460068	28462488	2420
ENSMUSG00000030882	ENSMUST00000145988	ENSMUSP00000121261	Dnhd1	3	ENSRNOG00000051291	ENSRNOP00000068262	ortholog_one2one	88.3368	87.9665	100	100.00	0.0657	0.1365	1	7	105650827	105721799	70972	1	170471272	170564899	93627
ENSMUSG00000038181	ENSMUST00000088295	ENSMUSP00000085633	Chpf2	6	ENSRNOG00000010466	ENSRNOP00000014082	ortholog_one2one	97.7865	97.5325	100	100.00	0.0115	0.1698	1	5	24586741	24594395	7654	4	7108462	7113919	5457
ENSMUSG00000037432	ENSMUST00000179162	ENSMUSP00000142130	Fer1l5	3	ENSRNOG00000024201	ENSRNOP00000056552	ortholog_one2one	87.2915	87.1205	100	100.00	0.0623	0.2048	1	1	36372291	36422107	49816	9	42945358	42998109	52751
ENSMUSG00000061894	ENSMUST00000097877	ENSMUSP00000095487	Zscan20	6	ENSRNOG00000005886	ENSRNOP00000008887	ortholog_one2one	86.6019	86.5179	100	100.00	0.0675	0.2617	1	4	128583547	128610098	26551	5	146762683	146787676	24993
ENSMUSG00000022575	ENSMUST00000023238	ENSMUSP00000023238	Gsdmd	6	ENSRNOG00000007728	ENSRNOP00000067951	ortholog_one2one	82.9569	82.7869	100	100.00	0.1029	0.1816	1	15	75862327	75867408	5081	7	116889572	116894134	4562
ENSMUSG00000024912	ENSMUST00000025850	ENSMUSP00000025850	Fosl1	3	ENSRNOG00000020552	ENSRNOP00000027891	ortholog_one2one	93.4066	92.7273	100	100.00	0.0327	0.1731	1	19	5447547	5455946	8399	1	220826560	220835066	8506
ENSMUSG00000079299	ENSMUST00000112110	ENSMUSP00000107738	Klrb1	2	ENSRNOG00000057410	ENSRNOP00000072670	ortholog_one2one	81.3084	81.3084	25	100.00	0.1015	0.1381	1	6	128706442	128723059	16617	4	162774109	162792804	18695
ENSMUSG00000015748	ENSMUST00000015892	ENSMUSP00000015892	Prpf3	9	ENSRNOG00000025629	ENSRNOP00000068727	ortholog_one2one	99.8536	99.8536	100	100.00	0.0007	0.1902	1	3	95830124	95855885	25761	2	197947021	197971463	24442
ENSMUSG00000028309	ENSMUST00000167496	ENSMUSP00000128546	Rnf20	10	ENSRNOG00000006087	ENSRNOP00000056614	ortholog_one2one	99.1778	99.1778	100	100.00	0.0038	0.1975	1	4	49632060	49656886	24826	5	64892802	64920390	27588
ENSMUSG00000027601	ENSMUST00000130645	ENSMUSP00000119724	Mtfr1	8	ENSRNOG00000021359	ENSRNOP00000040894	ortholog_one2one	89.3293	87.4627	100	100.00	0.0544	0.1075	1	3	19188110	19220817	32707	2	104020955	104039198	18243
ENSMUSG00000026979	ENSMUST00000102942	ENSMUSP00000100006	Psd4	10	ENSRNOG00000006079	ENSRNOP00000008161	ortholog_one2one	90.0498	89.8709	100	100.00	0.0513	0.1646	1	2	24367610	24414954	47344	3	1478525	1514934	36409
ENSMUSG00000061898	ENSMUST00000165318	ENSMUSP00000128731	Rbak	4	ENSRNOG00000001099	ENSRNOP00000001455	ortholog_one2one	89.8734	89.8734	100	100.00	0.0511	0.3111	1	5	143172186	143180775	8589	12	13430069	13442276	12207
ENSMUSG00000037656	ENSMUST00000067786	ENSMUSP00000065935	Slc20a2	5	ENSRNOG00000019490	ENSRNOP00000026418	ortholog_one2one	97.561	97.561	100	100.00	0.0115	0.317	1	8	22476788	22569612	92824	16	74318296	74408030	89734
ENSMUSG00000051648	ENSMUST00000167294	ENSMUSP00000130831	Kctd19	4	ENSRNOG00000016760	ENSRNOP00000022497	ortholog_one2one	92.6316	94.9299	100	100.00	0.0254	0.1901	1	8	105382807	105413502	30695	19	37337639	37370429	32790
ENSMUSG00000118506	ENSMUST00000029551	ENSMUSP00000029551	1700094D03Rik	2	ENSRNOG00000037406	ENSRNOP00000053442	ortholog_one2one	81.1321	85.1485	100	100.00	0.089	0.1945	1	3	90062796	90068347	5551	2	189413966	189417000	3034
ENSMUSG00000022075	ENSMUST00000022665	ENSMUSP00000022665	Rhobtb2	4	ENSRNOG00000017373	ENSRNOP00000023872	ortholog_one2one	99.5879	99.5879	100	100.00	0.0019	0.1243	1	14	69784990	69805636	20646	15	51465148	51485692	20544
ENSMUSG00000028919	ENSMUST00000006618	ENSMUSP00000006618	Arhgef19	8	ENSRNOG00000047967	ENSRNOP00000061876	ortholog_one2one	96.1347	86.8243	100	100.00	0.0182	0.2513	1	4	141242869	141257564	14695	5	159755535	159773699	18164
ENSMUSG00000096365	ENSMUST00000207246	ENSMUSP00000146566	Olfr1463	2	ENSRNOG00000056993	ENSRNOP00000070656	ortholog_one2one	92.2581	92.2581	100	100.00	0.0438	0.2348	1	19	13231328	13236400	5072	1	230207284	230208216	932
ENSMUSG00000090799	ENSMUST00000227271	ENSMUSP00000154785	Klhl33	4	ENSRNOG00000025868	ENSRNOP00000035056	ortholog_one2one	95.3096	95.3096	100	100.00	0.0259	0.2075	1	14	50888582	50897507	8925	15	27813393	27815261	1868
ENSMUSG00000045005	ENSMUST00000063982	ENSMUSP00000067783	Fzd5	2	ENSRNOG00000014678	ENSRNOP00000070441	ortholog_one2one	99.4872	99.4872	100	100.00	0.0022	0.1874	1	1	64730558	64737751	7193	9	71443588	71445739	2151
ENSMUSG00000042737	ENSMUST00000107462	ENSMUSP00000103086	Dpm3	3	ENSRNOG00000029077	ENSRNOP00000049779	ortholog_one2one	96.7391	96.7391	100	100.00	0.0161	0.1966	1	3	89259358	89267077	7719	2	188583664	188584179	515
ENSMUSG00000031070	ENSMUST00000033386	ENSMUSP00000033386	Mrgprf	2	ENSRNOG00000013426	ENSRNOP00000017948	ortholog_one2one	96.793	96.793	50	100.00	0.0143	0.2792	1	7	145300828	145309557	8729	1	218466289	218476224	9935
ENSMUSG00000031534	ENSMUST00000033935	ENSMUSP00000033935	Smim19	2	ENSRNOG00000024930	ENSRNOP00000031728	ortholog_one2one	90.1786	94.3925	100	100.00	0.0288	0.1986	1	8	22462615	22476882	14267	16	74408183	74422215	14032
ENSMUSG00000000355	ENSMUST00000000365	ENSMUSP00000000365	Mcts1	5	ENSRNOG00000002563	ENSRNOP00000061717	ortholog_one2one	97.7901	97.2527	100	100.00	0.0124	0.1114	1	X	38600655	38613426	12771	X	124894706	124906125	11419
ENSMUSG00000049164	ENSMUST00000050092	ENSMUSP00000055956	Zfp518a	3	ENSRNOG00000036592	ENSRNOP00000051600	ortholog_one2one	88.5656	88.5656	100	100.00	0.0578	0.1688	1	19	40894705	40917947	23242	1	260153645	260178349	24704
ENSMUSG00000028163	ENSMUST00000029812	ENSMUSP00000029812	Nfkb1	10	ENSRNOG00000023258	ENSRNOP00000028944	ortholog_one2one	94.6447	94.4502	100	100.00	0.0282	0.2465	1	3	135584655	135691546	106891	2	240773456	240866689	93233
ENSMUSG00000031029	ENSMUST00000033342	ENSMUSP00000033342	Eif3f	3	ENSRNOG00000015221	ENSRNOP00000021017	ortholog_one2one	95.5679	95.5679	100	100.00	0.0194	0.1499	1	7	108934417	108942951	8534	1	173532803	173541847	9044
ENSMUSG00000049907	ENSMUST00000051937	ENSMUSP00000053389	Rasl11b	3	ENSRNOG00000002097	ENSRNOP00000002869	ortholog_one2one	97.5708	97.5708	100	100.00	0.011	0.2686	1	5	74195286	74199481	4195	14	36550340	36554580	4240
ENSMUSG00000055809	ENSMUST00000094897	ENSMUSP00000092498	Dnaaf3	1	ENSRNOG00000038600	ENSRNOP00000055687	ortholog_one2one	89.7611	90.223	100	100.00	0.0518	0.2183	1	7	4522933	4532453	9520	1	72874404	72882266	7862
ENSMUSG00000057315	ENSMUST00000094559	ENSMUSP00000092138	Arhgap24	8	ENSRNOG00000056944	ENSRNOP00000075613	ortholog_one2one	83.1325	94.5205	100	98.16	0.0346	0.3837	1	5	102481391	102897937	416546	14	8383214	8432195	48981
ENSMUSG00000030207	ENSMUST00000111916	ENSMUSP00000107547	Fam234b	5	ENSRNOG00000008443	ENSRNOP00000063612	ortholog_one2one	96.9551	96.9551	100	100.00	0.0147	0.1947	1	6	135197977	135244955	46978	4	168976859	169019561	42702
ENSMUSG00000031711	ENSMUST00000034147	ENSMUSP00000034147	Zfp330	7	ENSRNOG00000003461	ENSRNOP00000004614	ortholog_one2one	97.7848	97.4763	50	100.00	0.0084	0.2844	1	8	82763621	82774160	10539	19	23936522	23946900	10378
ENSMUSG00000046791	ENSMUST00000053744	ENSMUSP00000057984	Riox1	1	ENSRNOG00000010126	ENSRNOP00000013431	ortholog_one2one	92.7031	93.6348	100	100.00	0.0324	0.3117	1	12	83950608	83952951	2343	6	107428508	107431116	2608
ENSMUSG00000001156	ENSMUST00000001184	ENSMUSP00000001184	Mxd1	4	ENSRNOG00000017720	ENSRNOP00000023856	ortholog_one2one	96.4758	94.3966	100	100.00	0.0182	0.2345	1	6	86647042	86669161	22119	4	118449882	118472179	22297
ENSMUSG00000028496	ENSMUST00000078090	ENSMUSP00000077232	Mllt3	8	ENSRNOG00000011280	ENSRNOP00000015094	ortholog_one2one	84.5343	96.2	100	96.44	0.0234	0.2462	1	4	87769925	88033364	263439	5	106103407	106207126	103719
ENSMUSG00000035458	ENSMUST00000098859	ENSMUSP00000096458	Tnni3	8	ENSRNOG00000018250	ENSRNOP00000024640	ortholog_one2one	99.0521	99.0521	100	100.00	0.0039	0.2376	1	7	4518305	4522528	4223	1	72882806	72886488	3682
ENSMUSG00000028312	ENSMUST00000102915	ENSMUSP00000099979	Smc2	5	ENSRNOG00000022325	ENSRNOP00000061673	ortholog_one2one	96.0537	96.0537	50	100.00	0.0186	0.1894	1	4	52439243	52488260	49017	5	68717519	68763850	46331
ENSMUSG00000059901	ENSMUST00000092486	ENSMUSP00000090143	Adamts14	2	ENSRNOG00000000563	ENSRNOP00000062005	ortholog_one2one	84.0796	90.1333	100	100.00	0.0589	0.3177	1	10	61197112	61273438	76326	20	30813809	30888751	74942
ENSMUSG00000003974	ENSMUST00000004076	ENSMUSP00000004076	Grm3	1	ENSRNOG00000005519	ENSRNOP00000069396	ortholog_one2one	96.2457	94.6309	100	100.00	0.0124	0.1983	1	5	9485541	9725170	239629	4	21462779	21555154	92375
ENSMUSG00000051207	ENSMUST00000062163	ENSMUSP00000063021	Mrgprd	1	ENSRNOG00000013448	ENSRNOP00000017958	ortholog_one2one	84.7352	85.2665	50	100.00	0.079	0.3293	1	7	145314835	145324086	9251	1	218487824	218488783	959
ENSMUSG00000033721	ENSMUST00000046864	ENSMUSP00000036270	Vav3	6	ENSRNOG00000020485	ENSRNOP00000027813	ortholog_one2one	97.7568	97.7568	100	100.00	0.01	0.168	1	3	109340653	109685698	345045	2	212247451	212585818	338367
ENSMUSG00000028433	ENSMUST00000108068	ENSMUSP00000103703	Ubap2	8	ENSRNOG00000052087	ENSRNOP00000070670	ortholog_one2one	90.2827	90.0441	100	100.00	0.0472	0.1824	1	4	41194313	41275144	80831	5	57534695	57632177	97482
ENSMUSG00000048970	ENSMUST00000058265	ENSMUSP00000059224	C1galt1c1	1	ENSRNOG00000002536	ENSRNOP00000003449	ortholog_one2one	97.4684	97.4684	100	100.00	0.0114	0.1198	1	X	38630785	38635087	4302	X	124921728	124926171	4443
ENSMUSG00000039221	ENSMUST00000043867	ENSMUSP00000043111	Rpl22l1	9	ENSRNOG00000011817	ENSRNOP00000015756	ortholog_one2one	100	100	0	100.00	0	0	1	3	28805436	28807415	1979	2	115362799	115364729	1930
ENSMUSG00000014782	ENSMUST00000214056	ENSMUSP00000150574	Plekhg4	6	ENSRNOG00000016479	ENSRNOP00000022439	ortholog_one2one	87.2142	88.5641	100	99.28	0.0497	0.2013	1	8	105373819	105382241	8422	19	37330930	37345040	14110
ENSMUSG00000037211	ENSMUST00000108109	ENSMUSP00000103744	Spry1	3	ENSRNOG00000025371	ENSRNOP00000055291	ortholog_one2one	98.0831	98.0831	100	100.00	0.0088	0.139	1	3	37639947	37644598	4651	2	124400679	124405329	4650
ENSMUSG00000019843	ENSMUST00000063091	ENSMUSP00000057707	Fyn	9	ENSRNOG00000000596	ENSRNOP00000000733	ortholog_one2one	99.8138	99.8138	100	100.00	0.0009	0.2146	1	10	39369764	39565381	195617	20	44436403	44630317	193914
ENSMUSG00000031903	ENSMUST00000034377	ENSMUSP00000034377	Pla2g15	4	ENSRNOG00000019859	ENSRNOP00000026996	ortholog_one2one	94.6602	94.431	100	100.00	0.0266	0.2709	1	8	106150399	106164715	14316	19	38129584	38146956	17372
ENSMUSG00000042770	ENSMUST00000204730		Hebp1	4	ENSRNOG00000000024	ENSRNOP00000000025	ortholog_one2one	97.8947	97.8947	100	100.00	0.0098	0.3047	1	6	135155222	135198022	42800	4	168903565	168933079	29514
ENSMUSG00000024773	ENSMUST00000045351	ENSMUSP00000046412	Atg2a	6	ENSRNOG00000060707	ENSRNOP00000073173	ortholog_one2one	95.977	95.8768	100	100.00	0.0195	0.1702	1	19	6241668	6262335	20667	1	221612584	221632267	19683
ENSMUSG00000030206	ENSMUST00000111910	ENSMUSP00000107541	Gsg1	4	ENSRNOG00000008518	ENSRNOP00000011295	ortholog_one2one	89.9457	86.6492	100	100.00	0.0538	0.1774	1	6	135237336	135254351	17015	4	169020683	169036950	16267
ENSMUSG00000039164	ENSMUST00000048431	ENSMUSP00000048764	Naif1	1	ENSRNOG00000050204	ENSRNOP00000064971	ortholog_one2one	96.0245	96.0245	100	100.00	0.0187	0.1298	1	2	32450457	32456953	6496	3	11476883	11481744	4861
ENSMUSG00000030059	ENSMUST00000095664	ENSMUSP00000093325	Tmf1	3	ENSRNOG00000056462	ENSRNOP00000070908	ortholog_one2one	93.7672	93.5956	100	100.00	0.0321	0.2096	1	6	97152997	97179122	26125	4	129521991	129544506	22515
ENSMUSG00000021822	ENSMUST00000022368	ENSMUSP00000022368	Plau	2	ENSRNOG00000010516	ENSRNOP00000014273	ortholog_one2one	87.9908	88.1944	100	100.00	0.0634	0.2114	1	14	20836660	20843385	6725	15	3644769	3650819	6050
ENSMUSG00000079722	ENSMUST00000115747	ENSMUSP00000111413	Ttll2	1	ENSRNOG00000033901	ENSRNOP00000043132	ortholog_one2one	84.2593	84.1035	75	100.00	0.0795	0.2535	1	17	7350885	7352696	1811	1	53561218	53563032	1814
ENSMUSG00000026819	ENSMUST00000113310	ENSMUSP00000108936	Slc25a25	12	ENSRNOG00000014338	ENSRNOP00000020206	ortholog_one2one	81.7121	89.5522	100	94.53	0.0267	0.2605	1	2	32414490	32451445	36955	3	11442397	11452529	10132
ENSMUSG00000042520	ENSMUST00000029553	ENSMUSP00000029553	Ubap2l	23	ENSRNOG00000017990	ENSRNOP00000024364	ortholog_one2one	96.4928	97.1041	100	100.00	0.0096	0.0687	1	3	90000140	90052465	52325	2	189334341	189400323	65982
ENSMUSG00000005481	ENSMUST00000212949	ENSMUSP00000148329	Ddx39	7	ENSRNOG00000004373	ENSRNOP00000068949	ortholog_one2one	99.5316	99.5316	75	100.00	0.0022	0.1469	1	8	83715272	83726892	11620	19	24849356	24854953	5597
ENSMUSG00000030519	ENSMUST00000032732	ENSMUSP00000032732	Apba2	7	ENSRNOG00000016358	ENSRNOP00000022049	ortholog_one2one	98.5333	98.5333	100	100.00	0.0065	0.1932	1	7	64501706	64753878	252172	1	125367280	125548890	181610
ENSMUSG00000028619	ENSMUST00000057043	ENSMUSP00000059741	Tceanc2	9	ENSRNOG00000009398	ENSRNOP00000049524	ortholog_one2one	95.6522	95.6522	100	100.00	0.024	0.1576	1	4	107134155	107178547	44392	5	126746172	126782726	36554
ENSMUSG00000041977	ENSMUST00000039476	ENSMUSP00000039900	Arhgef11	6	ENSRNOG00000015026	ENSRNOP00000070996	ortholog_one2one	94.1366	92.703	100	100.00	0.0288	0.1508	1	3	87617575	87738033	120458	2	186980793	187101768	120975
ENSMUSG00000040570	ENSMUST00000047485	ENSMUSP00000040108	Rundc3b	2	ENSRNOG00000008463	ENSRNOP00000069461	ortholog_one2one	97.593	98.6726	100	100.00	0.006	0.1569	1	5	8490334	8622952	132618	4	22445414	22584753	139339
ENSMUSG00000028523	ENSMUST00000223169	ENSMUSP00000152761	Tctex1d1	8	ENSRNOG00000023100	ENSRNOP00000036168	ortholog_one2one	86.7052	86.7052	100	100.00	0.069	0.2024	1	4	102978691	103004344	25653	5	122508388	122521245	12857
ENSMUSG00000038508	ENSMUST00000110103	ENSMUSP00000105730	Gdf15	2	ENSRNOG00000019661	ENSRNOP00000026652	ortholog_one2one	87.1287	87.1287	100	100.00	0.0799	0.2882	1	8	70629394	70632456	3062	16	20555395	20557978	2583
ENSMUSG00000025324	ENSMUST00000168747	ENSMUSP00000129811	Atp10a	2	ENSRNOG00000056228	ENSRNOP00000069976	ortholog_one2one	91.1804	93.4738	0	99.79	0.0368	0.1731	1	7	58658246	58829420	171174	1	115975324	116141892	166568
ENSMUSG00000019877	ENSMUST00000020027	ENSMUSP00000020027	Serinc1	5	ENSRNOG00000029360	ENSRNOP00000001066	ortholog_one2one	98.234	98.234	100	99.99	0.0087	0.2054	1	10	57515774	57532530	16756	20	38967238	38985036	17798
ENSMUSG00000031991	ENSMUST00000214158	ENSMUSP00000149139	Spata19	6	ENSRNOG00000031438	ENSRNOP00000040918	ortholog_one2one	81.1688	81.6993	100	100.00	0.1119	0.2495	1	9	27396800	27401710	4910	8	28454962	28459835	4873
ENSMUSG00000054999	ENSMUST00000044451	ENSMUSP00000044231	Naaladl1	1	ENSRNOG00000021000	ENSRNOP00000051719	ortholog_one2one	92.0805	92.0805	100	100.00	0.0443	0.2209	1	19	6105782	6115792	10010	1	221470674	221484217	13543
ENSMUSG00000034918	ENSMUST00000037145	ENSMUSP00000043596	Cdhr2	1	ENSRNOG00000017917	ENSRNOP00000024151	ortholog_one2one	86.1621	86.0305	100	100.00	0.0846	0.288	1	13	54701461	54736662	35201	17	10415123	10439691	24568
ENSMUSG00000021745	ENSMUST00000022264	ENSMUSP00000022264	Ptprg	8	ENSRNOG00000009419	ENSRNOP00000039045	ortholog_one2one	90.846	95.481	50	98.40	0.026	0.2466	1	14	11553532	12242041	688509	15	12926167	13228607	302440
ENSMUSG00000036040	ENSMUST00000091233	ENSMUSP00000088774	Adamtsl2	5	ENSRNOG00000027742	ENSRNOP00000030753	ortholog_one2one	96.3427	96.3427	100	100.00	0.0166	0.2145	1	2	27079379	27108981	29602	3	5624506	5654910	30404
ENSMUSG00000089736	ENSMUST00000110993	ENSMUSP00000106621	Tgfbr3l	5	ENSRNOG00000050573	ENSRNOP00000064036	ortholog_one2one	91.9192	91.9192	100	100.00	0.0469	0.1495	1	8	4248214	4251423	3209	12	2542612	2545740	3128
ENSMUSG00000030660	ENSMUST00000170430	ENSMUSP00000126092	Pik3c2a	7	ENSRNOG00000020479	ENSRNOP00000051993	ortholog_one2one	96.204	96.147	50	100.00	0.0181	0.1152	1	7	116337265	116443449	106184	1	185210922	185326314	115392
ENSMUSG00000028524	ENSMUST00000106882	ENSMUSP00000102495	Sgip1	15	ENSRNOG00000006357	ENSRNOP00000059906	ortholog_one2one	98.263	95.7678	100	100.00	0.0105	0.1155	1	4	102760525	102973628	213103	5	122390522	122491203	100681
ENSMUSG00000025468	ENSMUST00000211283	ENSMUSP00000148173	Caly	5	ENSRNOG00000018337	ENSRNOP00000024766	ortholog_one2one	93.8053	93.8053	100	100.00	0.0295	0.136	1	7	140069887	140082548	12661	1	212537848	212549477	11629
ENSMUSG00000029191	ENSMUST00000204965	ENSMUSP00000144980	Rfc1	7	ENSRNOG00000002855	ENSRNOP00000003907	ortholog_one2one	90.7244	90.8046	100	100.00	0.0463	0.1897	1	5	65261852	65335670	73818	14	44580216	44702203	121987
ENSMUSG00000028116	ENSMUST00000029761	ENSMUSP00000029761	Myoz2	5	ENSRNOG00000014815	ENSRNOP00000075487	ortholog_one2one	93.9394	93.9394	100	100.00	0.0323	0.2478	1	3	123006206	123035015	28809	2	227180886	227207635	26749
ENSMUSG00000042129	ENSMUST00000035842	ENSMUSP00000048267	Rassf4	7	ENSRNOG00000013526	ENSRNOP00000018101	ortholog_one2one	95.0311	95.0311	100	100.00	0.0234	0.2163	1	6	116633008	116673952	40944	4	148769096	148803988	34892
ENSMUSG00000035566	ENSMUST00000071370	ENSMUSP00000071325	Pcdh17	2	ENSRNOG00000008970	ENSRNOP00000046413	ortholog_one2one	99.3086	95.1159	50	100.00	0.0031	0.1677	1	14	84443563	84539002	95439	15	67555835	67645088	89253
ENSMUSG00000071647	ENSMUST00000096241	ENSMUSP00000093960	Eml3	6	ENSRNOG00000019873	ENSRNOP00000026938	ortholog_one2one	98.2163	98.3259	100	100.00	0.0087	0.1468	1	19	8929552	8941582	12030	1	225129097	225140428	11331
ENSMUSG00000000600	ENSMUST00000200386	ENSMUSP00000143559	Krit1	12	ENSRNOG00000007937	ENSRNOP00000031502	ortholog_one2one	98.2337	98.2337	100	100.00	0.0081	0.1695	1	5	3803190	3845564	42374	4	27438609	27473150	34541
ENSMUSG00000026799	ENSMUST00000028139	ENSMUSP00000028139	Med27	10	ENSRNOG00000013933	ENSRNOP00000019157	ortholog_one2one	99.3569	99.3569	100	100.00	0.003	0.1902	1	2	29346819	29524793	177974	3	7884822	8059003	174181
ENSMUSG00000051344	ENSMUST00000139649	ENSMUSP00000138002	Plekhm3	6	ENSRNOG00000023760	ENSRNOP00000030422	ortholog_one2one	97.1091	97.1091	100	100.00	0.0149	0.229	1	1	64785983	64956824	170841	9	71498293	71651512	153219
ENSMUSG00000022225	ENSMUST00000226280	ENSMUSP00000154406	Cma1	2	ENSRNOG00000020563	ENSRNOP00000061330	ortholog_one2one	89.2308	93.9271	50	100.00	0.032	0.1779	1	14	55941451	55944675	3224	15	34601037	34603819	2782
ENSMUSG00000039357	ENSMUST00000048016	ENSMUSP00000040370	Fut11	2	ENSRNOG00000009274	ENSRNOP00000012300	ortholog_one2one	94.4785	93.5223	100	100.00	0.0291	0.2202	1	14	20694968	20701016	6048	15	4031504	4035064	3560
ENSMUSG00000022257	ENSMUST00000022867	ENSMUSP00000022867	Laptm4b	4	ENSRNOG00000006766	ENSRNOP00000008969	ortholog_one2one	96.9163	96.9163	100	100.00	0.0146	0.3316	1	15	34238028	34284302	46274	7	72924799	72968101	43302
ENSMUSG00000028631	ENSMUST00000030376	ENSMUSP00000030376	Kcnq4	2	ENSRNOG00000060435	ENSRNOP00000073695	ortholog_one2one	99.1379	99.2806	100	100.00	0.0032	0.1926	1	4	120696138	120747248	51110	5	139627576	139677300	49724
ENSMUSG00000028618	ENSMUST00000030361	ENSMUSP00000030361	Tmem59	6	ENSRNOG00000009778	ENSRNOP00000013224	ortholog_one2one	97.8328	97.8328	100	100.00	0.0106	0.2491	1	4	107178399	107200996	22597	5	126783061	126804175	21114
ENSMUSG00000061132	ENSMUST00000054769	ENSMUSP00000057844	Blnk	3	ENSRNOG00000013967	ENSRNOP00000019014	ortholog_one2one	96.4989	96.4989	100	100.00	0.0172	0.1798	1	19	40928927	40994535	65608	1	260186967	260254600	67633
ENSMUSG00000039367	ENSMUST00000048657	ENSMUSP00000045955	Sec24c	15	ENSRNOG00000009042	ENSRNOP00000012269	ortholog_one2one	97.9015	97.9909	100	100.00	0.0099	0.1515	1	14	20674308	20694852	20544	15	4035196	4057157	21961
ENSMUSG00000031982	ENSMUST00000034463	ENSMUSP00000034463	Arv1	3	ENSRNOG00000018909	ENSRNOP00000025695	ortholog_one2one	92.4812	92.1348	100	100.00	0.0359	0.3452	1	8	124722139	124734123	11984	19	57484634	57496695	12061
